date,ret1_fwd,pos,pos_prev,turnover,tc,strategy_ret,bh_ret,cum_strategy,cum_bh
2021-01-04,0.007057576170721447,1,0,1,0.0001,0.006957576170721447,0.007057576170721447,1.0069818363351508,1.0070825395538614
2021-01-05,0.005693660866217698,1,1,0,0.0,0.005693660866217698,0.005693660866217698,1.0127316024860695,1.012832880710145
2021-01-06,0.014738221178340893,1,1,0,0.0,0.014738221178340893,0.014738221178340893,1.0277679975188991,1.0278707794576623
2021-01-07,0.005476865536104825,1,1,0,0.0,0.005476865536104825,0.005476865536104825,1.0334123873164869,1.0335157337224525
2021-01-08,-0.0065763737616642,1,1,0,0.0,-0.0065763737616642,-0.0065763737616642,1.0266385791678252,1.0267412481591058
2021-01-11,0.00041574571696578744,1,1,0,0.0,0.00041574571696578744,0.00041574571696578744,1.0270654884966994,1.0271682001810476
2021-01-12,0.002273017902771457,0,1,1,0.0001,-0.0001,0.002273017902771457,1.026962787083006,1.0295056273897814
2021-01-13,-0.003760500291052793,0,0,0,0.0,-0.0,-0.003760500291052793,1.026962787083006,1.0256414413684076
2021-01-14,-0.007215990506594494,1,0,1,0.0001,-0.007315990506594494,-0.007215990506594494,1.019476953614482,1.0182670611919518
2021-01-15,0.008103480771509908,1,1,0,0.0,0.008103480771509908,0.008103480771509908,1.0277718287946902,1.0265520922000178
2021-01-19,0.013839368887685666,1,1,0,0.0,0.013839368887685666,0.013839368887685666,1.0420944214900663,1.0408576871630648
2021-01-20,0.00031668077285651464,1,1,0,0.0,0.00031668077285651464,0.00031668077285651464,1.042424485016481,1.0411873589774765
2021-01-21,0.0005941547286187898,1,1,0,0.0,0.0005941547286187898,0.0005941547286187898,1.0430440304881914,1.0418061691864926
2021-01-25,-0.001489945739473697,1,1,0,0.0,-0.001489945739473697,-0.001489945739473697,1.0414911086508023,1.0402550903219703
